Nome,CNPJ,Cidade,Contato,Telefone,Equipamento
Sandra da Silva O Alaide,11.111.111/1111-806,Ipatinga  - MG,Maressa,(11)99999-1118,[09/01/0204] - [718] - Fresas
Gustavo Augusto de Oliveira Franco,11.111.111/1111-807,Contagem - MG,Gustavo,(11)99999-1119,[15/01/2024] - [724] - Fresa/Ferramenta
Ind e Com Moveis Zamarchi,11.111.111/1111-808,Irani - SC,Samuel,(11)99999-1120,[15/01/2024] - [725] - Fresa
Primos Móveis Sob Medida,11.111.111/1111-809,Botuverá - SC,Fernando,(11)99999-1121,[16/01/2024] - [726] - Fresa
Rhino Wood,11.111.111/1111-810,Osasco - SP,Julio,(11)99999-1122,[16/01/2024] - [727] - Fresas
Costa Impressoes Ltda,11.111.111/1111-811,Belem - PA,Luma,(11)99999-1123,[16/01/2024] - [728] - Mach Laser 1325
Reve Ambientes Planejados Ltda,11.111.111/1111-812,Cambé - PR,Jonas,(11)99999-1124,[16/01/2024] - [715] - Mach Pro ATCL
Fabribam Ind e Com de Móveis,11.111.111/1111-813,Ituporanga - SC,Joni,(11)99999-1125,[17/01/2024] - [730] - Easy Servo 12Nm s Freio
Excelência Planejados,11.111.111/1111-814,Contagem  - MG,Rafael,(11)99999-1126,[16/01/2024] - [731] - Edge 5
Excelência Planejados,11.111.111/1111-815,Contagem  - MG,Rafael,(11)99999-1127,[16/01/2024] - [731] - Edge 5
Jose Gonçalves da Costa /JGC Moveis,11.111.111/1111-816,Campo Grande - MS,Paulo Filho,(11)99999-1128,[18/01/2024] - [732] - Fresas
Tempo Novo Ind,11.111.111/1111-817,Bento Gonçalves  - RS,Erny,(11)99999-1129,[18/01/2024] - [733] - Mach Pro ATCL
MLK Portas Ltda,11.111.111/1111-818,Ponta Grossa - PR,Pedro,(11)99999-1130,[18/01/2024] - [734] - Spindle
LJ Santos Ind Mecanica Ltda,11.111.111/1111-819,Joinville - SC,Nilda,(11)99999-1131,[18/01/2024] - [735] - Fresas
Atelier de Móveis Guianna,11.111.111/1111-820,Timbo - SC,Dimas,(11)99999-1132,[18/01/2024] - [736] - Fresas
MiniG Comunicação Visual Ltda,11.111.111/1111-821,Porto Belo - SC,-,(11)99999-1133,[18/01/2024] - [737] - sensor- pinça- cabo
Alex Sandro Garcia ,11.111.111/1111-822,Uberlandia - MG,Alex,(11)99999-1134,[19/01/2024] - [738] - Laser 1390 semi nova
Fox Educar,11.111.111/1111-823,Dracena - SP,Gabriel,(11)99999-1135,[22/01/2024] - [740] - Fresas
Adriano Marcelo dos Santos,11.111.111/1111-824,Crissiumal - RS,Adriano,(11)99999-1136,[22/01/2024] - [741] - Turbo DUO
RCA Ind e Com de Móveis Ltda,11.111.111/1111-825,Itajaí - SC,Alcides,(11)99999-1137,[23/01/2024] - [742] - patins
Marcenaria Boeing,11.111.111/1111-826,Jaragua do Sul - SC,Jucemar,(11)99999-1138,[24/01/2024] - [743] - Fresa
Maxxweld Conectores Eletricos,11.111.111/1111-827,São José dos Pinhais - PR,Rodrigo,(11)99999-1139,[24/01/2024] - [744] - Castanha
M M S Industrial Ltda,11.111.111/1111-828,União da Vitória - PR,204,(11)99999-1140,[24/01/2024] - [745] - Spark C/ Faca + Mach Pro Atcl
M M S Industrial Ltda,11.111.111/1111-829,União da Vitória - PR,Matheus,(11)99999-1141,[24/01/2024] - [745] - Spark C/ Faca + Mach Pro Atcl
Gustavo Augusto de Oliveira Franco,11.111.111/1111-830,Contagem - MG,Gustavo,(11)99999-1142,[15/01/2024] - [746] - cones
BC Quintas Barbosa ME ,11.111.111/1111-831,Manaus - AM,Celso,(11)99999-1143,[24/01/2024] - [749] - Retrofit
Decor Metric  Moveis Planejados,11.111.111/1111-832,Blumenau - SC,Sonia,(11)99999-1144,[31/01/2024] - [751] - Fresas
Marcenaria Boeing Ltda,11.111.111/1111-833,Jaraguá do Sul - SC,Jucemar,(11)99999-1145,[31/01/2024] - [752] - Fresas
Dix Ind de Estofados Ltda,11.111.111/1111-836,Frederico Wesphalen - RS,Alisson,(11)99999-1148,[31/01/2024] - [748] - Retrofit
Erzinger Industria Mecanica Ltda,11.111.111/1111-837,Joinville - SC,Leandro,(11)99999-1149,[01/02/2024] - [753] - Acoplamento flexível
Taigar - Ind. de Equipamentos de Som LTDA,11.111.111/1111-838,Salto Veloso - SC,Sr Sergio,(11)99999-1150,[01/02/2024] - [755] - Bocal e Escova
Primu's Madeiras Ltda,11.111.111/1111-839,Juiz de fora - MG,Diogo,(11)99999-1151,[01/02/2024] - [757] - Edge 7
Zilmar Henrique Junior  / JH Móveis,11.111.111/1111-840,Florianópolis - SC,Zilmar,(11)99999-1152,[02/02/2024] - [758] - Edge 5
Estudio 153,11.111.111/1111-841,Toledo - PR,Gerson,(11)99999-1153,[02/02/2024] - [759] - Retrofit - conj. calcador
Estudio 153,11.111.111/1111-842,Toledo - PR,Gerson,(11)99999-1154,[02/02/2024] - [759] - Retrofit - conj. calcador
Estaleiro D Y Ltda,11.111.111/1111-843,Gravatai - RS,Ricardo,(11)99999-1155,[05/02/2024] - [760] - Spark 2819
Estaleiro D Y Ltda,11.111.111/1111-844,Gravatai - RS,Ricardo,(11)99999-1156,[05/02/2024] - [760] - Spark 2819
Estofados Jardim Ltda,11.111.111/1111-845,Jaragua do Sul - SC,Gilberto,(11)99999-1157,[08/02/2024] - [761] - Fresa
Soberano Comercio,11.111.111/1111-846,Canaã dos Carajás - PA,Diego,(11)99999-1158,[06/02/2024] - [762] - Turbo DNA
Fabribam Ind e Com de Móveis,11.111.111/1111-847,Ituporanga - SC,Joni,(11)99999-1159,[09/02/2024] - [763] - Tubo laser 150W
des,11.111.111/1111-848,Para de Minas - MG,João,(11)99999-1160,[09/02/2024] - [764] - Turbo Duo DNA
JV Duarte Ltda,11.111.111/1111-849,Para de Minas - MG,João,(11)99999-1161,[09/02/2024] - [764] - Turbo Duo DNA
RR Móveis Planejados,11.111.111/1111-850,Maringá - PR,Rogério,(11)99999-1162,[16/02/2024] - [766] - Turbo
RR Móveis Planejados,11.111.111/1111-851,Maringá - PR,Rogério,(11)99999-1163,[16/02/2024] - [765] - Edge 5
Asti Móveis Projetados Ltda,11.111.111/1111-852,Colombo - PR,Rodrigo/William,(11)99999-1164,[19/02/2024] - [767] - Turbo DUO DNA
Excelência Planejados,11.111.111/1111-853,Contagem  - MG,Rafael,(11)99999-1165,[23/02/2024] - [768] - fresa
Hal Desing Marcenaria Ltda,11.111.111/1111-854,São Paulo - SP,Humberto,(11)99999-1166,[20/02/2024] - [769] - Fresas
Joel,11.111.111/1111-855,Sapucaia do Sul - RS,Joel,(11)99999-1167,[19/02/2024] - [770] - Spark 2819
Nelmar Ind e Com,11.111.111/1111-856,Santa Teresa - ES,Eder,(11)99999-1168,[20/02/2024] - [771] - Turbo DNA
Nelmar Ind e Com,11.111.111/1111-857,Santa Teresa - ES,Eder,(11)99999-1169,[20/02/2024] - [771] - Turbo DNA
BC Quintas Barbosa ME ,11.111.111/1111-858,Manaus - AM,Celso,(11)99999-1170,[21/02/2024] - [749] - Aditivo/Retrofit
LJ Santos Ind Mecanica Ltda,11.111.111/1111-859,Joinville - SC,Rogério,(11)99999-1171,[23/02/2024] - [772] - Fresas
Jackson Neimar Pedrassani,11.111.111/1111-860,Cunha Porã - SC,Jackson,(11)99999-1172,[23/02/2024] - [777] - Turbo DUO
Jackson Neimar Pedrassani,11.111.111/1111-861,Cunha Porã - SC,Jackson,(11)99999-1173,[23/02/2024] - [777] - Turbo DUO
Campos Nobile (Alma Mobiliario),11.111.111/1111-862,Paraguay - PY,Nicolas,(11)99999-1174,[23/02/2024] - [778] - Turbo
LJ Santos Ind Mecanica Ltda,11.111.111/1111-863,Joinville - SC,Rogério,(11)99999-1175,[28/02/2024] - [780] - Fresas
RCA Ind e Com de Móveis Ltda,11.111.111/1111-864,Itajaí - SC,Allcides,(11)99999-1176,[28/02/2024] - [781] - fresa
Cort MDF Ltda (Curitiba Planejados),11.111.111/1111-865,Curitiba - PR,Guilherme/Aline,(11)99999-1177,[28/02/2024] - [785] - Commander
Starplan Moveis Planejados Ltda,11.111.111/1111-866,Mazagão - AM,Lucas,(11)99999-1178,[29/02/2024] - [ ] - Commander
Industria e Comercio de Moveis Zamarchi,11.111.111/1111-870,Irani  - SC,Davi,(11)99999-1182,[01/03/2024] - [788] - Turbo especial
Rigotti 3R Moveis Ltda,11.111.111/1111-871,Bento Gonçalves - RS,Robson,(11)99999-1183,[04/03/2024] - [786] - Mach Pro ATCL
Rigotti 3R Moveis Ltda,11.111.111/1111-872,Bento Gonçalves - RS,Robson,(11)99999-1184,[04/03/2024] - [786] - Mach Pro ATCL
M.A.S Industria Ltda,11.111.111/1111-873,Rio Negrinho - SC,Rafael,(11)99999-1185,[29/02/2024] - [782] - Turbo
M.A.S Industria Ltda,11.111.111/1111-874,Rio Negrinho - SC,Rafael,(11)99999-1186,[29/02/2024] - [782] - Turbo
MCCB Moveis,11.111.111/1111-875,Garibaldi - RS,Claimar,(11)99999-1187,[07/03/2024] - [790] - Cone
D&A Distribuidora de Produtos / Cortex,11.111.111/1111-876,Ipatinga - MG,Elismar,(11)99999-1188,[11/03/2024] - [793] - Turbo DNA
Costa e Camargo Móveis,11.111.111/1111-877,Ourinhos  - SP,Reginaldo,(11)99999-1189,[11/03/2024] - [796] - Turbo DUO DNA
Costa e Camargo Móveis,11.111.111/1111-878,Ourinhos  - SP,Reginaldo,(11)99999-1190,[11/03/2024] - [796] - Turbo DUO DNA
Estofados Jardim Ltda,11.111.111/1111-879,Jaragua do Sul - SC,Gilberto,(11)99999-1191,[11/03/2024] - [791] - Fresas
Estofados Jardim Ltda,11.111.111/1111-880,Jaragua do Sul - SC,Gilberto,(11)99999-1192,[11/03/2024] - [794] - Fresas
Filtex Industria e Serviços Ltda,11.111.111/1111-881,Blumenau - SC,Andreia,(11)99999-1193,[11/03/2024] - [795] - Comando DDCS Expert + MPG
Fox Educar,11.111.111/1111-882,Dracena - SP,Gabriel,(11)99999-1194,[12/03/2024] - [797] - Fresas
Sandra da Silva O Alaide,11.111.111/1111-883,Ipatinga - MG,Sandra,(11)99999-1195,[12/03/2024] - [798] - Patins
Monte Carlo Motor Homes,11.111.111/1111-884,Monte Carlo - SC,Franclei,(11)99999-1196,[15/03/2024] - [799] - Fresas
Paloschi Ind de Móveis ,11.111.111/1111-885,Botuverá - SC,Vilmar,(11)99999-1197,[14/03/2024] - [800] - Fresa 
LJ Santos Ind Mecanica Ltda,11.111.111/1111-886,Joinville - SC,Rogério,(11)99999-1198,[18/03/2024] - [801] - Fresas
Versátil Moveis Ltda,11.111.111/1111-887,Joinville - SC,Fabio,(11)99999-1199,[18/03/2024] - [802] - Garra
Victor Feltz,11.111.111/1111-888,Tijucas - SC,Victor,(11)99999-1200,[14/03/2024] - [803] - Turbo Duo DNA
Imaco / Manfredo Obrist,11.111.111/1111-889,Paraguay - PY,Manfredo,(11)99999-1201,[15/03/2024] - [804] - Turbo Dna
JV Duarte Ltda,11.111.111/1111-890,Para de Minas - MG,João,(11)99999-1202,[20/03/2024] - [805] - Fresas
Estofados Jardim Ltda,11.111.111/1111-891,Jaragua do Sul - SC,Gilberto,(11)99999-1203,[20/03/2024] - [807] - Bocal e Escova
M M S Industrial Ltda,11.111.111/1111-892,União da Vitória - PR,Matheus,(11)99999-1204,[24/01/2024] - [745] - Aditivo 
A L Gomes Distribuição Ltda,11.111.111/1111-893,Macapá - AP,Roderik,(11)99999-1205,[25/03/2024] - [720] - Dif Commander
Marcenaria Boeing Ltda,11.111.111/1111-894,Jaraguá do Sul - SC,Jucemar,(11)99999-1206,[26/03/2024] - [810] - Fresas
Primos Móveis Sob Medida,11.111.111/1111-895,Botuverá - SC,Luana,(11)99999-1207,[26/03/2024] - [811] - Acoplamento
Marcenaria Boeing Ltda,11.111.111/1111-896,Jaraguá do Sul - SC,Jucemar,(11)99999-1208,[26/03/2024] - [812] - Fresas
M M Lima Moveis Planejados,11.111.111/1111-897,Teresina - PI,Kaynã,(11)99999-1209,[27/03/2024] - [814] - Sensor indutivo e Patins
Estofaria Tomasi,11.111.111/1111-898,Brusque - SC,Daniel,(11)99999-1210,[27/03/2024] - [815] - Fresa
Fortglass,11.111.111/1111-899,Fortaleza - CE,Igor,(11)99999-1211,[28/03/2024] - [816] - Spindle 4.5KW
L&F Comercio e Ind de Moveis Ltda,11.111.111/1111-903,Campo Largo - PR,Elpidio / Neto,(11)99999-1215,[05/04/2024] - [825] - Mach Pro ATCL (usada)
Madenorte Móveis Planejados,11.111.111/1111-904,Lagoa Santa  - MG,Andre,(11)99999-1216,[05/04/2024] - [827] - Edge 5
JL Letreiros 2009 / I9,11.111.111/1111-905,Nova Iguaçu - RJ,Joel,(11)99999-1217,[08/04/2024] - [833] - Laser 1325 c/ 4º eixo
JL Letreiros 2009 / I9,11.111.111/1111-906,Nova Iguaçu - RJ,Joel,(11)99999-1218,[08/04/2024] - [833] - Laser 1325 c/ 4º eixo
Dix Estofados,11.111.111/1111-907,Frederico Westphalen - RS,Alisson,(11)99999-1219,[08/04/2024] - [835] - Spark 
Dix Estofados,11.111.111/1111-908,Frederico Westphalen - RS,Alisson,(11)99999-1220,[08/04/2024] - [835] - Spark 
Olsen Indústria e Comércio,11.111.111/1111-909,Palhoça  - SC,Lucas,(11)99999-1221,[12/04/2024] - [837] - Mach Pro ATCL Dna
Treviart Ind. de Moveis Ltda,11.111.111/1111-910,Iporã do Oeste - SC,Fabio,(11)99999-1222,[22/03/2024] - [809] - Turbo
Villas CV Comunicação Visual,11.111.111/1111-911,Fortaleza  - CE,Andre,(11)99999-1223,[19/04/2024] - [839] - Laser 1325 c/ 4º eixo
Villas CV Comunicação Visual,11.111.111/1111-912,Fortaleza  - CE,Andre,(11)99999-1224,[19/04/2024] - [839] - Laser 1325 c/ 4º eixo
Eduardo Augusto Araújo Alonso,11.111.111/1111-913,Contagem - MG,Eduardo,(11)99999-1225,[19/04/2024] - [847] - MCU Esp e Mach Pro Esp
Eduardo Augusto Araújo Alonso,11.111.111/1111-914,Contagem - MG,Eduardo,(11)99999-1226,[19/04/2024] - [847] - MCU Esp e Mach Pro Esp
Casa Saldão de Móveis 65 / Kayo Cesar,11.111.111/1111-915,Cotia - SP,Kayo,(11)99999-1227,[24/04/2024] - [849] - ATCL Dna + Edge 5
Casa Saldão de Móveis 65 / Kayo Cesar,11.111.111/1111-916,Cotia - SP,Kayo,(11)99999-1228,[24/04/2024] - [849] - ATCL Dna + Edge 5
Ramiro Móveis Ltda,11.111.111/1111-917,Boa Esperança - ES,Edalmo/Reginaldo,(11)99999-1229,[25/04/2024] - [854] - Edge 5 / Coletor
Ramiro Móveis Ltda,11.111.111/1111-918,Boa Esperança - ES,Edalmo/Reginaldo,(11)99999-1230,[26/04/2024] - [854] - Edge 5 / Coletor
Mantrean & Cia Ltda,11.111.111/1111-919,Curitiba - PR,Maycon,(11)99999-1231,[08/04/2024] - [834] - Mach Pro 5019
Marcenaria Classe A Arte em Decorações,11.111.111/1111-924,São Paulo - SP ,Adriano,(11)99999-1236,[06/05/2024] - [863] - Edge 5
Marcenaria Classe A Arte em Decorações,11.111.111/1111-925,São Paulo - SP ,Adriano,(11)99999-1237,[06/05/2024] - [863] - Edge 5
L'Ideia Ambientes Com e Ind Ltda,11.111.111/1111-926,Ribeirão das Neves - MG,Marcos,(11)99999-1238,[07/05/2024] - [865] - Laser 1490
Marcelo Mendonça Vital Ltda,11.111.111/1111-927,Olinda - PE,Marcelo,(11)99999-1239,[15/05/2024] - [884] - 5019 ATCL Esp
Marcelo Mendonça Vital Ltda,11.111.111/1111-928,Olinda - PE,Marcelo,(11)99999-1240,[15/05/2024] - [884] - 5019 ATCL Esp
Ramiro Móveis,11.111.111/1111-929,Boa Esperança - ES,Reginaldo,(11)99999-1241,[20/05/2024] - [882] - ATCL DNA
Ramiro Móveis,11.111.111/1111-930,Boa Esperança - ES,Reginaldo,(11)99999-1242,[20/05/2024] - [882] - ATCL DNA
JL Letreiros ,11.111.111/1111-931,Nova Iguaçu - RJ,Joel,(11)99999-1243,[20/05/2024] - [888] - Fiber Laser 3000W+ Solda Laser 2000W
JL Letreiros ,11.111.111/1111-932,Nova Iguaçu - RJ,Joel,(11)99999-1244,[20/05/2024] - [888] - Fiber Laser 3000W+ Solda Laser 2000W
La Bella Casa,11.111.111/1111-933,Massaranduba - SC,Marcos,(11)99999-1245,[23/05/2024] - [887] - Spark 2819 + coletor 
Vetro Design Industria,11.111.111/1111-934,Contagem - MG,Eduardo,(11)99999-1246,[23/05/2024] - [847] - Aditivo
Vetro Design Industria,11.111.111/1111-935,Contagem - MG,Eduardo,(11)99999-1247,[23/05/2024] - [847] - Aditivo
Nobre Interiores Ltda,11.111.111/1111-936,Mafra - SC,Helinton,(11)99999-1248,[28/05/2024] - [893] - Turbo Duo DNA + Edge 5 + coletores
Nobre Interiores Ltda,11.111.111/1111-937,Mafra - SC,Helinton,(11)99999-1249,[28/05/2024] - [893] - Turbo Duo DNA + Edge 5 + coletores
Morada Portas,11.111.111/1111-938,Corupá - SC,Marcio,(11)99999-1250,[29/05/2024] - [897] - Mach Door
B de A Scalco,11.111.111/1111-939,Pérola - PR,Roberto,(11)99999-1251,[31/05/2024] - [ ] - Spark 3019 Especial
G E Distribuidora E Ind de Moveis Ltda,11.111.111/1111-942,Palmares - PE,Ednilson Neto,(11)99999-1254,[03/06/2024] - [898] - Turbo DNA e coletor 7.5CV
G E Distribuidora E Ind de Moveis Ltda,11.111.111/1111-943,Palmares - PE,Ednilson Neto,(11)99999-1255,[03/06/2024] - [886] - Edge 5 e coletor 7.5CV
Anglo Planejados,11.111.111/1111-944,Colatina - ES,Marcos,(11)99999-1256,[04/06/2024] - [905] - Turbo DNA + mesa
Anglo Planejados,11.111.111/1111-945,Colatina - ES,Marcos,(11)99999-1257,[04/06/2024] - [905] - Turbo DNA + mesa
Beatriz Gonçalves Faria e Cia Ltda,11.111.111/1111-946,Mirandopolis - SP,Ricardo//Highor,(11)99999-1258,[04/06/2024] - [872] - ATCL Dna + Edge 7 + 2 coletor
Beatriz Gonçalves Faria e Cia Ltda,11.111.111/1111-947,Mirandopolis - SP,Ricardo/Highor,(11)99999-1259,[04/06/2024] - [872] - ATCL Dna + Edge 7 + 2 coletor
Akza Móveis Ltda,11.111.111/1111-948,Timotéo  - MG,Criveli/Paloma,(11)99999-1260,[06/06/2024] - [922/1124] - Commander+Edge 8
Akza Móveis Ltda,11.111.111/1111-949,Timotéo  - MG,Criveli/Paloma,(11)99999-1261,[06/06/2024] - [922/1124] - Commander+Edge 8
Aires José Mengarda,11.111.111/1111-950,Jaraguá do Sul - SC,Fernando,(11)99999-1262,[11/06/2024] - [910] - Turbo Dna
Aires José Mengarda,11.111.111/1111-951,Jaraguá do Sul - SC,Fernando,(11)99999-1263,[11/06/2024] - [910] - Turbo Dna
Marcenaria Sergiomar Ltda,11.111.111/1111-952,Penha - SC,Maicon,(11)99999-1264,[13/06/2024] - [908] - ATCL Dna 
Marcenaria Sergiomar Ltda,11.111.111/1111-953,Penha - SC,Maicon,(11)99999-1265,[13/06/2024] - [908] - ATCL Dna 
Fratto Móveis Ltda,11.111.111/1111-954,Assis - SP,Carlos Eugenio,(11)99999-1266,[14/06/2024] - [911] - TURBO DUO DNA
Fratto Móveis Ltda,11.111.111/1111-955,Assis - SP,Carlos Eugenio,(11)99999-1267,[14/06/2024] - [911] - TURBO DUO DNA
Fratto Móveis Ltda,11.111.111/1111-956,Assis - SP,Carlos Eugenio,(11)99999-1268,[14/06/2024] - [911] - MESA ADITIVO
Morada Portas,11.111.111/1111-957,Corupá - SC,Marcio,(11)99999-1269,[14/06/2024] - [897] - Inclusão ATCL Mach Door
J F Santos Filho - ME,11.111.111/1111-958,São Luís - MA,Jurandir,(11)99999-1270,[20/06/2024] - [917] - SPARK 2819 DNA
J F Santos Filho - ME,11.111.111/1111-959,São Luís - MA,Jurandir,(11)99999-1271,[20/06/2024] - [917] - SPARK 2819 DNA
Morada Portas,11.111.111/1111-960,Jaraguá do Sul - SC,Marcio,(11)99999-1272,[21/06/2024] - [921] - Edge 6
Morada Portas,11.111.111/1111-961,Jaraguá do Sul - SC,Marcio,(11)99999-1273,[21/06/2024] - [921] - Edge 6
Distrito Materiais Elétricos LTDA,11.111.111/1111-962,Cachoeirinha - RS,Lilian/Pedro,(11)99999-1274,[24/06/2024] - [923] - ATCL DNA
Distrito Materiais Elétricos LTDA,11.111.111/1111-963,Cachoeirinha - RS,Lilian/Pedro,(11)99999-1275,[24/06/2024] - [955] - Edge 6 
Jair Ferreira dos Passos,11.111.111/1111-964,Araquari - SC,Jair,(11)99999-1276,[25/06/2024] - [925] - Edge 5
Jair Ferreira dos Passos,11.111.111/1111-965,Araquari - SC,Jair,(11)99999-1277,[25/06/2024] - [925] - Edge 5
Tona Móveis ,11.111.111/1111-966,Lageado - RS,Carlos P,(11)99999-1278,[25/06/2024] - [924] - ATCL DNA
Tona Móveis ,11.111.111/1111-967,Lageado - RS,Carlos P,(11)99999-1279,[25/06/2024] - [924] - ATCL DNA
Sant Pietro Ind de Móveis,11.111.111/1111-968,Cariacica - ES,Taquetti,(11)99999-1280,[25/06/2024] - [928] - ATCL DNA
Sant Pietro Ind de Móveis,11.111.111/1111-969,Cariacica - ES,Taquetti,(11)99999-1281,[25/06/2024] - [928] - ATCL DNA
Catedral Moveis Ltda,11.111.111/1111-970,Ipanema - MG,Gilmar,(11)99999-1282,[25/06/2024] - [927] - ATCL ESPECIAL
Luis Paulo Parizotto /  maisatual,11.111.111/1111-971,Jaraguá do Sul - SC,Paulo,(11)99999-1283,[27/06/2024] - [931] - TURBO DNA 
Luis Paulo Parizotto / maisatual,11.111.111/1111-972,Jaraguá do Sul - SC,Paulo,(11)99999-1284,[27/06/2024] - [931] - TURBO DNA 
Arte&Talento Com Visual,11.111.111/1111-973,Ponta Grossa - PR,Junior,(11)99999-1285,[27/06/2024] - [929] - Mach Pro 5019 DNA + coletor de pó
Joel Elias Kubiak ,11.111.111/1111-974,Itaiopólis  - SC,Joel,(11)99999-1286,[23/01/2025] - [1348] - Commander/Edge5
Morada Portas,11.111.111/1111-975,Jaraguá do Sul - SC,Marcio,(11)99999-1287,[27/06/2024] - [930] - Coletor de pó
Radha Comercio,11.111.111/1111-976,Cachoeirinha - RS,Samuel,(11)99999-1288,[28/06/2024] - [937] - Commander
Radha Comercio,11.111.111/1111-977,Cachoeirinha - RS,Samuel,(11)99999-1289,[28/06/2024] - [937] - Commander
Coppini Moveis Planejados LTDA,11.111.111/1111-978,Gaspar - SC,Gustavo,(11)99999-1290,[28/06/2024] - [939] - ATCL DNA 2819
Coppini Moveis Planejados LTDA,11.111.111/1111-979,Gaspar - SC,Gustavo,(11)99999-1291,[28/06/2024] - [939] - ATCL DNA 2819
Idealize Industria e Com de Moveis Ltda,11.111.111/1111-984,São Jose da Lapa - MG,João /Luiz,(11)99999-1296,[04/07/2024] - [938] - Edge 7 com arredondador
Idealize Industria e Com de Moveis Ltda,11.111.111/1111-985,São Jose da Lapa - MG,João /Luiz,(11)99999-1297,[04/07/2024] - [938] - Edge 7 com arredondador
Movelaria Uller Ltda,11.111.111/1111-986,Ilhota - SC,Gilson,(11)99999-1298,[04/07/2024] - [940] - Mach Pro ATCL Dna
Movelaria Uller Ltda,11.111.111/1111-987,Ilhota - SC,Gilson,(11)99999-1299,[04/07/2024] - [940] - Mach Pro ATCL Dna
Dellasari Marcenaria Ltda,11.111.111/1111-988,São Caetano do Sul - SP,Jose Luiz,(11)99999-1300,[05/07/2024] - [941] - Turbo Duo DNA
MG Studio Soluções em Móveis sob Medida Ltda,11.111.111/1111-989,Sorocaba - SP,Kleber ,(11)99999-1301,[05/07/2024] - [942] - Turbo DNA
MG Studio Soluções em Móveis sob Medida Ltda,11.111.111/1111-990,Sorocaba - SP,Kleber ,(11)99999-1302,[05/07/2024] - [942] - Turbo DNA
Marcos da Silveira Com Ind e Serviços Ltda,11.111.111/1111-991,Passos - MG,Marquinhos,(11)99999-1303,[05/07/2024] - [943] - Turbo Duo DNA + coletor de pó
Merci Moveis Sob Encomenda Ltda,11.111.111/1111-992,São Paulo - SP,Ricardo,(11)99999-1304,[05/07/2024] - [944] - Edge 7 com arredondador
Merci Moveis Sob Encomenda Ltda,11.111.111/1111-993,São Paulo - SP,Ricardo,(11)99999-1305,[05/07/2024] - [944] - Edge 7 com arredondador
Anframe Off Site Const. Industrializada,11.111.111/1111-994,Vargem Grande Paulista - SP,Adriano/Cabral,(11)99999-1306,[02/07/2024] - [950] - Commander 
Anframe Off Site Const. Industrializada,11.111.111/1111-995,Vargem Grande Paulista - SP,Adriano/Cabral,(11)99999-1307,[02/07/2024] - [950] - Commander 
L.C.P Pinto Serviços LTDA,11.111.111/1111-996,São Luis - MA,Lara,(11)99999-1308,[05/07/2024] - [934/960] - Edge 8 
L.C.P Pinto Serviços LTDA,11.111.111/1111-997,São Luis - MA,Lara,(11)99999-1309,[05/07/2024] - [934] - Edge 8 
M2 Artigos para Marcenaria,11.111.111/1111-998,Contagem - MG,Avelino,(11)99999-1310,[02/07/2024] - [952] - Edge 7 com arredondador
M2 Artigos para Marcenaria,11.111.111/1111-999,Contagem - MG,Avelino,(11)99999-1311,[02/07/2024] - [952] - Edge 7 com arredondador
Meinert's Moveis Ltda (Durassein) / Infinita Concept,11.111.111/1111-1000,Biguaçu - SC,Rodrigo/Deise,(11)99999-1312,[05/07/2024] - [973] - Mach Pro ATCL Especial 4019
Lamina Pedras Especiais,11.111.111/1111-1001,Sinop - MT,Rodrigo/Deise,(11)99999-1313,[05/07/2024] - [974] - Mach Pro ATCL Especial 4019
Zonta Moveis ,11.111.111/1111-1002,Balneario Camboriu - SC,Valdir/ Gabriel,(11)99999-1314,[12/07/2024] - [991] - Turbo Duo Dna
Zonta Moveis ,11.111.111/1111-1003,Balneario Camboriu - SC,Valdir/ Gabriel,(11)99999-1315,[12/07/2024] - [991] -  Turbo Duo Dna
Fiori Móveis,11.111.111/1111-1004,São Bento do Sul - SC,Cassio/Luciano,(11)99999-1316,[16/07/2024] - [970] - ATCL DNA
Fiori Móveis,11.111.111/1111-1005,São Bento do Sul - SC,Cassio/Luciano,(11)99999-1317,[16/07/2024] - [970] - ATCL DNA
Renan Eduardo Kerkoske Werner,11.111.111/1111-1006,Itajai - SC,Renan,(11)99999-1318,[16/07/2024] - [969] - Turbo DUO DNA
Renan Eduardo Kerkoske Werner,11.111.111/1111-1007,Itajai - SC,Renan,(11)99999-1319,[16/07/2024] - [969] - Turbo DUO DNA
Claudio de Lima Queiroz / CLQ,11.111.111/1111-1008,Campo Grande - MS,Fernando,(11)99999-1320,[10/07/2024] - [995] - Turbo Duo DNA + Edge 7 arredon. + coletores de pó
Claudio de Lima Queiroz / CLQ,11.111.111/1111-1009,Campo Grande - MS,Fernando,(11)99999-1321,[10/07/2024] - [995] - Turbo Duo DNA + Edge 7 arredon. + coletores de pó
Cabral e Costa LTDA,11.111.111/1111-1012,Juazeiro do Norte - CE ,Erivelto,(11)99999-1324,[01/07/2024] - [914] - Spark 2819
Aldo de Almeida Fab. de Móveis (Diedro),11.111.111/1111-1013,Curitiba - PR,Everaldo,(11)99999-1325,[09/07/2024] - [953] - Mesa de descarga (turbo)
Espaço Casa Ambientes,11.111.111/1111-1014,Ituiutaba - MG,Rever,(11)99999-1326,[10/07/2024] - [935] - Turbo DNA
Rodrigo Mauricio Liesenfeld,11.111.111/1111-1015,Barbosa - RS,Rodrigo,(11)99999-1327,[10/07/2024] - [959] - ATCL DNA
